,Q Peak Average,R Peak Average,R Standard Deviation,S Peak Average,ST Elevation Average
0,-0.6438623156099903,0.9596200010051742,0.05404880276325528,-1.3204071467185798,0.09330960467716543
1,-0.6058257642443656,0.47659268672873,0.2250235095654636,-0.8380748565281045,0.11620010740972855
2,-0.691905751072169,0.1382576064513523,0.10272540871202096,-0.6885240397078066,0.2364283131191943
3,-0.6841155228729722,0.584831385073603,0.21290436902079776,-0.894379870017639,0.11537709963934238
4,-0.5642663613430161,0.1813865282098589,0.05741527415768696,-0.528681039216672,0.16974452689227687
5,-0.6402236036358555,0.3673307283689183,0.11102979949536228,-0.8154709616565132,0.30490603523980364
6,-0.7286710504243449,0.15205168003946398,0.043504455898996805,-0.5958101659610346,0.08830633438539791
7,-0.6047062008778493,0.5464002009403932,0.191580102353178,-0.7495418667703797,0.3393385560224126
8,-0.5697143068306165,0.21017137110589365,0.06555776802904581,-0.522511726101607,0.21692117153766294
9,-0.8171325890749008,0.2752834464546763,0.06628071109583879,-0.5402094602766592,0.2686441307939729
10,-0.711141214780173,0.224375370100992,0.05174867693243543,-0.7273658083640664,0.26487724836774806
11,-0.7996489377252146,0.2133048377489072,0.0573818898244549,-0.5882124716053825,0.23674208718873
12,-0.6688695674904528,0.2505225008743897,0.062489094633127275,-0.6849950475561237,0.13402188811061141
13,-0.7941628518958003,0.2829909169391641,0.09844820320352067,-0.8313247080916422,0.3471008292756352
14,-0.7714311211129221,0.329234251774519,0.09724036583524136,-0.8457291115168044,0.39365675877078354
15,-0.8494980297327627,0.3200561095146166,0.0581197499049016,-0.8235302904292465,0.3576561053455737
16,-0.6542379927154203,0.22015328513525,0.07357653480071945,-0.6647957275843772,0.19041860387512397
17,-0.6596699337801099,0.2321115272358945,0.08062744123540166,-0.6764474474637232,0.19438244529307153
18,-0.6340873135941906,0.669395019269161,0.17037318866416273,-0.851874386837482,0.2554511310895858
19,-0.6829611085326599,0.6957990242978329,0.10033915210972268,-0.9106415636342986,0.15941502995410725
20,-0.6569316680622485,0.2303007576091547,0.07079859185434112,-0.6727727067955841,0.2140992669488197
21,-0.603227662090485,0.4479488194127201,0.2498667478447821,-0.7543170172308493,0.1991424203416231
22,-0.6720576557606514,0.4164481605108342,0.05466504628754672,-0.8216407947451352,0.16977028428717766
23,-0.6341597672709194,0.133557712936783,0.03435893648407769,-0.6858628999720652,0.1773622132498157
24,-0.644870647043718,0.2033903803614696,0.06024933196217175,-0.6765417553533475,0.19960093464056572
25,-0.6782921218704081,0.3317770241336082,0.07661587891724389,-0.7060382424706816,0.17796403814497028
26,-0.6066610337774389,0.1908770263712276,0.049900826044234695,-0.6064354150802445,0.18834418442987322
27,-0.7762468368922352,1.3567052201131697,0.3124810770830919,-1.295390206129782,0.11023814324094942
28,-0.6781740502574676,0.5330623996946149,0.06864803485557322,-0.8342788942512455,0.17274314860533718
29,-0.6594175269817671,0.8180935905460669,0.09622312000594427,-1.029315597994902,0.11433572932786339
30,-0.662730152087997,0.8059407103864701,0.0907141930593262,-1.028636566019656,0.09837651737001152
31,-0.7077962021824183,0.9744044754503488,0.2439469630354279,-1.0391317866031748,0.22001233484432592
32,-0.6672653014372691,0.3323665172411102,0.1782940716044485,-0.7534242184562809,0.35082344606752136
33,-0.4985343985491745,0.4049525638229271,0.10847147264137713,-0.484602318845895,0.4331431132809105
34,-0.6813758783243742,0.1941293114314689,0.0685828339527301,-0.6686866041698889,0.19160619274393118
35,-0.6335887085252552,0.128906334814165,0.03384956451535709,-0.6761845475881646,0.1639743634322961
36,-0.8624808180744323,0.5281300607486608,0.043875988297222716,-0.791517838900507,0.2392028789372737
37,-0.539817057953506,0.3411810548086462,0.08790314166641998,-0.5432626061480721,0.3778565056199832
38,-0.453439145245263,0.3254358761254613,0.07780415444307685,-0.42375431026306054,0.43403424598710016
39,-0.821029487535442,0.4493615364594117,0.051501139292157744,-0.7852733727226122,0.21587482202521888
40,-0.6715300909467754,0.19315391280653765,0.06726410385771985,-0.7484619375964969,0.17513132631832307
41,-0.6674409156547583,0.17162959056288754,0.05701562161614612,-0.6898215158655816,0.18002425373504632
42,-0.6589288954471003,0.6232652126400403,0.13740931759080682,-0.908452753180695,0.1356271518900885
43,-0.8267639455401798,0.4926180796003497,0.050868354950858806,-0.8242054385291189,0.20594112743579276
44,-0.4813506376103618,0.2841862264539219,0.07715739132928441,-0.4654050196588818,0.3498211158710609
45,-0.686266165888085,0.2070604939480357,0.0701603083126841,-0.7910668776526812,0.2095717586032236
46,-0.7621304816444757,0.6068670266430275,0.03752240267098024,-0.7796817250222919,0.2150733582914311
47,-0.4426206223424185,0.3770552571735553,0.08737196816218575,-0.4087651796220494,0.43409625472083246
48,-0.6713375985341915,0.13311349458972824,0.03306671169756361,-0.5979590938653956,0.18026401933298167
49,-0.4916594789029916,0.3050349700884292,0.07825242067348083,-0.4815411225725129,0.3627442409023559
50,-0.6131971100890938,0.2787796712334793,0.08953390646055999,-0.6484756385818785,0.2430667848680845
51,-0.6592352802046643,0.5359086932996849,0.12611315968115913,-0.7576220036759065,0.2247151489574653
52,-0.5128837128046193,0.4373164225847597,0.1249055643629916,-0.6231471842637842,0.46404487090795743
53,-0.6429640578328931,0.15142128769115865,0.038022486442758616,-0.581536922831738,0.24207299876987898
54,-0.6771886001839712,0.5590885039330057,0.14653806989432838,-0.742736771844839,0.25674331668201655
55,-0.25718529727880995,0.5379388150189024,0.10187520055136892,-0.33278134123269365,0.5028946666604012
56,-0.5565259869725058,0.41620828342103705,0.10639303140241987,-0.35286147668732776,0.5080171146656428
57,-0.2716585456033412,0.5249394758150009,0.14299019697785476,-0.25189698102984037,0.6091962185433438
58,-0.6498099809359609,0.2735665405348756,0.07757397621177123,-0.710708891413957,0.22330530685436253
59,-0.6739184067643333,0.5026546095696404,0.15474987328035852,-0.648939272852213,0.3139527613632235
60,-0.6956563888954677,0.16570193149904774,0.055180944411965416,-0.6905016833401489,0.2406022908275548
61,-0.72813647504685,0.2433071001679372,0.1862169117793168,-0.7407276754156187,0.284135279559638
62,-0.6783109422127448,0.2497793408828187,0.06263835533812345,-0.6933797636992999,0.1668671531660209
63,-0.7335264211373547,0.14393351686208145,0.0415051552673468,-0.7253653760107047,0.22787201982111333
64,-0.4772995164650521,0.5472284056773068,0.1690320760223948,-0.6257521881106507,0.5438309612528304
65,-0.6570935049660469,0.2963821587814369,0.07904282885738251,-0.7515260534705421,0.1922271004515154
66,-0.5900513163551095,0.32801546799485426,0.10461632998125277,-0.7074273539882818,0.2921200194591433
67,-0.6733054232884788,0.4634505718015352,0.14389742361295982,-0.6086058092106056,0.37274552352037604
68,-0.6556091084736143,0.20972209619642573,0.0691845374348897,-0.6502049710095386,0.2937938922434583
69,-0.6305018193295319,0.17127171802656002,0.058542015934133364,-0.6286632851639536,0.20565881041705802
70,-0.7256783000836468,0.7202127332241519,0.11720442189241848,-0.8022483253942563,0.24471732792992998
71,-0.6201635147511155,0.3547535086688733,0.11668939459297145,-0.7476385460211339,0.33115682321505985
72,-0.6595030598895584,0.10900977473179768,0.028800561665810614,-0.6962700883433539,0.15726026796539216
73,-0.7324456328546387,0.13824463221639924,0.028270203662677258,-0.7193087695031356,0.21428201228248916
74,-0.6890842362076327,0.6415702042298828,0.07209469508564037,-0.8001021761680908,0.22352193915429217
75,-0.6759535831049904,0.6052642994509637,0.05019340065476025,-0.8141359119213425,0.15320231229952455
76,-0.549751530650902,0.21638953896152266,0.0534023690554091,-0.5365854076896495,0.309086497310574
77,-0.6387949024490701,0.2314109445832129,0.07111870644728056,-0.6996199878564214,0.12976618675008797
78,-0.6335616829062525,0.1791513299523221,0.05458711447367797,-0.6865812471841518,0.1834648985567625
79,-0.6806898216548685,0.5737528347466327,0.08578676566497878,-0.8090803715594597,0.19153164913518997
80,-0.6270330866293745,0.2810409009815397,0.06478703959258585,-0.6683533399903799,0.21145286400403057
81,-0.6606710734419409,0.2026773068671683,0.11204110262426356,-0.7139357056685368,0.17286588720073964
82,-0.6895778739250696,0.2499129939777985,0.06771133818756578,-0.6951014392481835,0.13901291810678382
83,-0.6362405706971519,0.3156326799733542,0.07909264991727158,-0.73449981623896,0.23902723065536338
84,-0.6770177309045614,0.35302956030070265,0.11162698822330903,-0.7506275176325033,0.18148695138685672
85,-0.632758517560671,0.17094818087079852,0.10351621472492106,-0.6723490005591559,0.1868165260633918
86,-0.314831410609904,0.4749972025163259,0.10715352446904458,-0.25499581014571376,0.5529492973973932
87,-0.6559283564714347,0.3762456581593176,0.11751904864949594,-0.7429876329577974,0.19434455058140027
88,-0.6418064959544902,0.194811135276384,0.05746833689293807,-0.691247621337519,0.17220210310328796
89,-0.7365073420861835,0.22763831054004824,0.05924318174790001,-0.6693120230450263,0.19403539216153115
90,-0.33499525773715655,0.4649024512759795,0.1240949879011326,-0.33584996123150707,0.5047018516777929
91,-0.6928445309187311,0.47495678289727,0.13233217617778004,-0.640811923140871,0.2885078110439907
92,-0.4363101535997801,0.3619497064288947,0.08468476847550914,-0.39353978090916164,0.4238437716847846
93,-0.6161489520095337,0.30229551205722555,0.08574982860939108,-0.5860441673056505,0.385275303324754
94,-0.7042611710741558,0.5211615852272603,0.14607735805785066,-0.7403603381766111,0.28269957528492556
95,-0.6586009265938694,0.4722044686419839,0.026755443329856764,-0.8063225539925178,0.17887510698763498
96,-0.6628326355478663,0.16444879288501113,0.044682631395940135,-0.7146989463260106,0.1984315124962478
97,-0.6741826078851422,0.5754836583755413,0.11242292941785006,-0.815603496762804,0.1895327203735967
98,0.0,1.0410720262035498,0.21391205092449828,0.0,0.9999339912448376
99,-0.5946550004113579,0.27994621327820396,0.06569652115937698,-0.6495485836580643,0.24721841654105037
100,-0.6583164343276013,0.15131902111945586,0.04894934116399457,-0.6902841571015276,0.202945605155121
101,-0.6564761778310556,0.08943826197034363,0.029668634508626814,-0.6776749114458275,0.18928803618052498
102,-0.6780286621492017,0.5866135250141692,0.14107734635284586,-0.8214939367637963,0.19663640849665298
103,-0.5480313500130958,0.7896550737867392,0.24694500003280895,-0.7434657446439493,0.40996558366268665
104,-0.6332486027801529,0.1705081453657898,0.031205187006212432,-0.7536467747749369,0.13728965565606305
105,-0.6357899602004199,0.7032150785958788,0.2035119944161062,-0.7680616768503793,0.29059101330812054
106,-0.6230578510213207,0.2597218456255022,0.08195436116519039,-0.6878820814927133,0.13133012227860225
107,-0.6629132366362017,0.2665461820536051,0.07831022410665113,-0.7481565910993584,0.18979469850967917
108,-0.7184013188359332,0.3834485637557373,0.09123295783917122,-0.8494257575080353,0.24459611955609595
109,-0.631017651541242,0.29459596846784963,0.08585077905662401,-0.7024016515660582,0.209591772607184
110,-0.710358385096986,0.616894530742691,0.04834014749637671,-0.7951366381770676,0.20371975989884547
111,-0.4350327997986987,0.3416664198966017,0.08220277219780395,-0.47604532160329494,0.4308306003438933
112,-0.6570058804314124,0.4742663271115651,0.12767769965924367,-0.8312260736360196,0.1807847638491692
113,-0.6292208609087767,0.18556270698131408,0.05075895212480988,-0.6949683678901073,0.24362743992973865
114,-0.6139391927845501,0.3407273453356531,0.09463647857646984,-0.7199180849609165,0.13791114755474237
115,-0.6511295743350293,0.3019979316729535,0.0953488475574152,-0.7578974727605686,0.14198131865253766
116,-0.7200395490248248,0.1301282988985841,0.0392394356477621,-0.6874216314939133,0.1814377891977489
117,-0.6457421390279001,0.5331215436129101,0.1377444583422359,-0.8315128396585136,0.2088874036616563
118,-0.14433622780188382,0.6555567979063902,0.21674501885677488,-0.15634192672389557,0.7291534641170181
119,-0.5328063072744526,0.3800135880258004,0.09881026753994453,-0.5751183903852773,0.3019314583653683
120,-0.7191240876894052,0.6339361781318328,0.09974695765602927,-0.8371718070808258,0.24404240115374806
121,-0.7107262026057422,0.611165896506402,0.1492813049398273,-0.8202471600508396,0.26078403434896247
122,-0.6937272495432306,0.4155832816973544,0.0626620483109131,-0.739418035485516,0.16903114436443015
123,-0.6908900743255989,0.17700800585924684,0.0568546200387813,-0.7578250656024323,0.21469923458672746
125,-0.25423700832298946,0.7953297544953883,0.2346831962932757,-0.31959944405120644,0.6787906915641333
126,-0.3551326227947461,0.4460419678474274,0.112514578221536,-0.29852111885769184,0.5347337937778678
127,-0.7082189995730714,0.5164655208449935,0.05273059558451815,-0.8457143929605129,0.20817775448414047
128,-0.6619724923694121,0.18716099645548526,0.06648215762063524,-0.688798370037657,0.17745573001113066
129,-0.6922051486447649,0.687575311699254,0.1922669850861916,-0.7709852634625525,0.26905411088404385
130,-0.6192445303455463,0.2289375127525849,0.0492423072703242,-0.4881821340561805,0.29164165422478006
131,-0.7619777295758317,0.6689635487457507,0.0562222764072789,-0.9008144550682909,0.1988728102269798
132,-0.6069203994220728,0.15535456439260115,0.0435220986828775,-0.534149099414374,0.2041654221664221
133,-0.7181964631394671,0.5381798633289879,0.09159583175980744,-0.8006024138434189,0.21351620624080528
134,-0.7230985893846704,0.5336709338064286,0.10448880204431467,-0.8528676373036075,0.2550320955755849
135,-0.6712328459316049,0.2353543524809457,0.0636883171808063,-0.784417483739605,0.28118372739984665
136,-0.6351699266315358,0.21544936010508425,0.07017491589634152,-0.694495389961219,0.277915557561795
137,-0.6838600771324266,0.5140678523358935,0.14022037637748047,-0.7770751827381663,0.26502431662350334
138,-0.5902168592970042,0.1877818664669865,0.05124326097423133,-0.5971281916485932,0.2817053794289604
139,-0.6347221823142472,0.27873732158530096,0.08302333109718972,-0.703673832408863,0.3115359560682933
140,-0.5360957041648522,0.5130088550339771,0.13016851527949375,-0.3511008885441391,0.5715097186929117
141,-0.8257971750764583,0.16868482372270596,0.05116987309286837,-0.6608817792609122,0.24521116523656952
142,-0.6661222598466361,0.197159331650302,0.06648020669130854,-0.7218182836804001,0.2380299284412033
143,-0.6596264276836801,0.23059312269952856,0.06064416524184451,-0.7506303721548606,0.18866192852078323
144,-0.45190810235017975,0.3468061337541777,0.08152652634426594,-0.4870567901127007,0.41782399314224206
145,-0.5993946194720191,0.5277660644139562,0.17561388053704954,-0.6969870018806792,0.31221826469457836
146,-0.7196375606298425,0.11923264477406915,0.0631031866432049,-0.7164689049543906,0.20172624909478257
147,-0.8076906756722801,0.21347347876838071,0.05150994819913567,-0.7995563266496304,0.2829835896738442
148,-0.7754945222063236,0.16507728547438064,0.052435249480610575,-0.6488160268504548,0.23953709712669582
149,-0.3345270680570802,0.5819365586679565,0.15892538776426776,-0.3684567638347266,0.6529522527833534
150,-0.6155073728437775,0.3292658611285945,0.07127458494593357,-0.7320027343753669,0.12212880471005111
151,-0.6928269771122265,0.3415241112733775,0.098365522004014,-0.7021482734750141,0.18031450713689567
152,-0.6023271550691508,0.30869474135144936,0.08509317111341902,-0.6904533069640294,0.29743174683440354
153,-0.6200659472064503,0.8829456054757858,0.08492253501669349,-1.026379450735246,0.02154651204144155
154,-0.6811278588547132,0.22161778741872049,0.056060426892033464,-0.7244149277426601,0.2898539114797759
155,-0.543332642609121,0.4001980377111353,0.11669356696558487,-0.6320591790826806,0.23345746865966735
156,-0.6104124374788158,1.0189309061399558,0.1369248350699195,-1.0891678141669696,0.0
157,-0.5637955445408103,0.2803457781768149,0.07595548169189809,-0.6076899582306696,0.3205868930545296
158,-0.6537453613914197,0.3071418767438851,0.08711917916702164,-0.7244442119464777,0.20292604100395184
159,-0.8065259227092659,0.18812389643307453,0.08236220492913353,-0.649805490466209,0.2459395262076703
160,-0.5940698688074705,1.104914445831945,0.1612576180047109,-1.0407808695858505,0.09085221290032525
161,-0.3687405109526446,0.5014986425853593,0.11358045471787175,-0.3745484819492859,0.593082837917501
162,-0.6470410312506939,0.19930186968122526,0.0965737667043862,-0.6927441033767657,0.2557448751460122
163,-0.7149008746222116,0.42534266458734654,0.07876568007824104,-0.8320324847446618,0.167343770772469
164,-0.36519129049543403,0.7442155716125212,0.22583022488028145,-0.4792382861670286,0.5677542752169272
165,-0.679569930512372,0.5707530938887321,0.07533070507303452,-0.7482764968470244,0.2263597357569812
166,-0.6819996513215867,0.5887244526973167,0.16790337691584006,-0.79812005402965,0.3036231018856218
167,-0.6704600811958944,0.11941217274792967,0.026639976525544336,-0.6937787155799947,0.19731444528154732
168,-0.7518343606216573,0.7879850500270335,0.05959675403212372,-0.9187375289847082,0.22285953725717
169,-0.719104085476471,0.4648584156402042,0.05127583801716473,-0.7640054639054068,0.19303682519722107
170,-0.7351622514020588,0.6345043289138639,0.12914057181468294,-0.9413878090032166,0.23910231607491486
171,-0.6740653419962297,0.6544868385620182,0.349880925440707,-0.8872351297399211,0.18424041522758305
172,-0.655680991626217,0.6477572682342183,0.19484678710653924,-0.8465229374334775,0.21820108479260816
173,-0.62896586879756,0.3871569462582492,0.1879015548085875,-0.78519599415462,0.21212989240078856
174,-0.6653148681684241,0.315528269287175,0.11849061768528753,-0.808844763705897,0.21003859768976887
175,-0.3241013903046923,0.4926893019018745,0.1016834964220218,-0.31766295135994416,0.5801949699093383
176,-0.7381951162277729,0.7059702073761231,0.09364530217773348,-0.8717296635491156,0.2287748745149581
177,-0.7095188890324892,0.4931586000990712,0.038396709892886835,-0.7790032464678344,0.18958605061766776
178,-0.6748317810929061,0.7251852558385687,0.14568827519169386,-0.8776496364484602,0.2716133971201873
179,-0.5672524508408611,0.3081518788592515,0.10041971981699853,-0.6069205473856877,0.3437920433790434
180,-0.6946470705694098,0.7757247894588615,0.17224663443882424,-0.9202570091072334,0.2629463594236389
181,-0.7378333603123848,0.1811416857277274,0.045478380661723744,-0.6802714599252191,0.25953675623816563
182,-0.8723605595345829,0.4798768568952387,0.07340984541823738,-0.865987529080841,0.2572186007407965
183,-0.6155977621660558,0.20685332631576936,0.10040946204926347,-0.6151538658770639,0.2667021561211212
184,-0.799185170356163,0.5725723224978464,0.16668121034539046,-0.7852010645177512,0.38534177942007386
185,-0.6367210550683311,0.19688248680271386,0.042261730114079805,-0.642444190297777,0.1884830309296705
186,-1.0891669839061242,0.3936691935600979,0.10533067411884756,-0.5907442074234522,0.3615094974269448
187,-0.6853217733710231,0.6177449702424826,0.15244382377366825,-0.8087681690795822,0.20028058405292468
188,-0.6876187789726944,0.5142560336959556,0.19874440462163187,-0.8595267824257691,0.23711247115014708
189,-0.7033728384381476,0.3890595582523105,0.13345759765961282,-0.7335620340195074,0.32656128652778493
190,-0.6330604843179528,0.18757220672264724,0.07144189664654704,-0.6472309716626572,0.2102461553409786
191,-0.7761215087431179,0.2276624895712532,0.07602329092379803,-0.5965499365656723,0.26402179959919125
192,-0.8131762285804107,0.2214567377664369,0.060161692511952136,-0.5986316265596463,0.2717624170255868
193,-0.881511948426452,0.2570162838176799,0.07930623565870942,-0.7617387372625696,0.3005721830643816
194,-0.6442963306884445,0.2579936692535132,0.11305150534844492,-0.7059150492727502,0.2548767838420892
195,-0.6418018035091861,0.4912233077737226,0.17595788213933222,-0.842850030543368,0.14295815706720327
196,-0.7213726892381218,0.35135246940279685,0.08996201932038066,-0.6049713824891697,0.3647615021735391
197,-0.698281567200444,0.2784820279229952,0.08553200535150407,-0.6755735050348719,0.29454154586312253
198,-0.6794123938024835,0.4858682232394606,0.12402192821431428,-0.7460037300206549,0.23212868003347104
199,-0.7323456792708034,0.653229830691186,0.3426536979218332,-0.994129416884735,0.1759704119161029
200,-0.9220043328824519,0.31013990997939994,0.07911157117781477,-0.9247556427849809,0.3284444698141957
201,-0.6829071199083319,0.6045394305112011,0.1785663955301316,-0.8891152518960117,0.2528757927010282
202,-0.7616050560444084,0.1474871417742498,0.0416347913372993,-0.6084157093201458,0.21378239044346792
203,-0.7387000312414521,0.7389304152855946,0.11923640891704307,-0.921712450219156,0.2130006532388068
204,-0.6204134098886416,0.22168388520539106,0.05819567587026546,-0.6770380169452468,0.19891964321882843
205,-0.8883102968780187,0.28271331591126003,0.10012886803035287,-0.696477065482535,0.26295114724229385
206,-0.38917130375072495,0.7720491831934196,0.2309707797637877,-0.42438847322571693,0.6541862253784143
207,-0.6693046891509611,0.28437322217039457,0.0874462323513744,-0.7446361816981116,0.1700423999869447
208,-0.7304579915064855,0.21239124080869592,0.04361166474542705,-0.6187472264771345,0.22543749923090578
209,-0.6092403472468266,0.418722834939281,0.10318190855375706,-0.5913208513261875,0.355982237066917
210,-0.7598331357860992,0.9428852519820106,0.5498033061312452,-1.0988653345775241,0.31513042330907626
211,-0.6084835886064153,0.23212309591796645,0.09905783066370201,-0.7193196303223273,0.15645563172525265
212,-0.9244016413314154,0.5521221202508864,0.6152580704109449,-0.9206986382743828,0.4469263043209595
213,-0.6773624065374182,0.4275254189512124,0.09723338452392843,-0.6508691328156438,0.33992106831672303
214,-0.5691667960640275,0.6101693473213576,0.1853147686203868,-0.644712264732783,0.4674897747200232
215,-0.6528719837136092,0.09224502382421802,0.024215016025204726,-0.6798148617492173,0.17482745960056306
216,-0.6152333683372943,0.7105647675079224,0.16651720154159916,-0.7646252999041483,0.37786515634340656
217,-0.747515383528612,0.5689933456255213,0.13295832725166312,-0.830702137452642,0.27730092222577796
218,-0.6205618863517686,0.16679725042502466,0.04501956973228717,-0.6479568409834603,0.18593854790954167
219,-0.6713151354275243,0.4535476189195773,0.14337096630683088,-0.7183478659342825,0.30888863481227063
220,-0.6575816536610618,0.6964587220737006,0.14975543040934847,-0.7907412942757666,0.24845886261152816
221,-0.7449274334379197,0.9237948068322202,0.15973093562006524,-0.9978451332780457,0.2448252956959322
222,-0.7270195436018492,1.039600566275534,0.043960128284223784,-0.9443695445042604,0.23329833762074473
223,-0.5446117442927892,0.31496356106327345,0.08728814652733048,-0.5696219733826302,0.33456119350222013
224,-0.449262399363071,0.287542005736183,0.07309018117924575,-0.4539240594056183,0.3160405743836764
225,-0.6629719925355855,0.23372108968651645,0.057394943487595024,-0.7290859255494521,0.14715096049451873
226,-0.6979989525924838,0.4318113228247624,0.06279866084585617,-0.7995343411384875,0.17066923315723692
227,-0.7928889234329721,0.3514550082630532,0.10045842671215513,-0.675855549392104,0.2761896995748719
228,-0.48737627683027057,0.5842804757357386,0.1618835421973726,-0.5792453632506551,0.441172617944831
229,-0.8089022690330934,0.17703185715140762,0.0441527480776019,-0.6533796176566036,0.2474479902734105
230,-0.7219043048747869,0.6813616497963423,0.09526612774479468,-0.945970500849689,0.27029979739276877
231,-0.3833393291754417,0.6786539922852588,0.190503385419588,-0.44414923425722924,0.5858971140842453
232,-0.6892708026036606,0.5612041930895791,0.031006625982566236,-0.8150239513504516,0.21955959411111325
233,-0.8296506527638616,0.27236255204159915,0.0805674612188921,-0.654584017199865,0.2866164806443134
234,-0.657738941468584,0.7085261207886615,0.1880045910782255,-0.8665894141970355,0.3304579018167759
235,-0.2641113986244569,0.7772178232309076,0.2317551665963238,-0.37708203682011415,0.6604176877263925
236,-0.5359906856471286,0.7182546878455492,0.2389748203345147,-0.6856395415298744,0.4130087639912826
237,-0.20402220633678086,0.6703144112474354,0.17615051741651158,-0.25228455552920204,0.6558260666549985
238,-0.6754807851461342,0.4819118137706013,0.0637042180410784,-0.8662877523488566,0.11918550028373107
239,-0.4925841603129272,0.37910720872093945,0.09924727276707744,-0.49113572919931947,0.38476957690408486
240,-0.5340623573472618,0.3944709556671607,0.11959892545904158,-0.6001098580333928,0.3262351263120947
241,-0.6836685088987704,0.4002938373899455,0.10518158478459362,-0.8623479393285539,0.18708071096600115
242,-0.6524834020760367,0.13635488155350795,0.04258970152552105,-0.6351409611173096,0.170774618396923
243,-0.7280388504279187,0.15315909608480874,0.047288186289958345,-0.5794547524845638,0.20254274544151268
244,-0.6571404187739317,0.14392432369706676,0.032380663464976256,-0.68827199342987,0.20540879334233852
245,-0.6112120454756678,0.14943910219624038,0.03982290419346205,-0.6484745023747782,0.1704432877554377
246,-0.5881654482384304,0.2327841819754607,0.06279304351363714,-0.5965655994818004,0.2873634910333451
247,-0.704784908703734,0.19119353420028304,0.06848916050511487,-0.5947284287625455,0.2298443100100303
248,-0.723566857294329,0.34108514015270963,0.1143088887266749,-0.675266716222452,0.3068317787814783
249,-0.5774685021646063,0.4528907010458032,0.11469261344595699,-0.5337762345969305,0.3955578965132719
250,-0.5626090612402078,0.2976391869756589,0.050882626611707504,-0.4994714795834121,0.3078683736416469
251,-0.6728044696693645,0.5358905085770891,0.07050318535879674,-0.8836023917655882,0.17856471229744558
252,-0.7803134687089779,1.0372808555759416,0.11172590400101244,-1.0934114094615406,0.22665013037322004
253,-0.6463214419196927,0.3568105913369927,0.10766852684724199,-0.6791507492194846,0.279357244770021
254,-0.7428871308695446,1.2488987833737089,0.1168715966245979,-1.1751426057493153,0.22714459214369997
255,-0.6546898413343969,0.5475792297485178,0.15404761768375894,-0.8479777392013693,0.1508419445985688
256,-0.6669958797798017,0.98525070098655,0.28573565781026344,-0.9345623910535055,0.31252859871187055
257,-0.6747110445461345,0.565193895553225,0.050121538064971716,-0.9073254955109249,0.15670678267289284
258,-0.7386667438485797,0.8362666014283633,0.1541364274655007,-1.031572435401958,0.20816666137411327
259,-0.615606565200806,0.3911835829291877,0.1180932884613197,-0.6756658578985231,0.2734770414082561
260,-0.7275852065252498,0.8463676097627342,0.1926808301759308,-0.9922525380349996,0.2786838718138508
